StateName,DistrictName,BlockName,Season,Sector,Category,Crop,QueryType,QueryText,KccAns,CreatedOn,year,month
ANDHRA PRADESH,CHITTOOR,PUTHALAPATTU,NA,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,paddy nutrient  management ?,"ఫాంటలాక్ ప్లస్ 100 మిల్లి లీటర్లు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి 
",2025-02-12T11:28:53.367,2025,2
ANDHRA PRADESH,CHITTOOR,SRIKALAHASTI,NA,AGRICULTURE,Others,Others,Government Schemes,ABANDON OUT CALL FROM KISAN CALL CENTRE,"ప్రియమైన రైతు మీరు కిసాన్ కాల్ సెంటర్ కాల్ చేయడం గమనించడం జరిగింది. అందుకే మీకు కాల్ చేయడం జరిగింది,మీకు ఏదైనా సమస్య ఉంటే తిరిగి 1800-180-1551 కి కాల్ చేయండి.",2025-02-12T13:24:10.57,2025,2
ANDHRA PRADESH,CHITTOOR,KALIKIRI,NA,AGRICULTURE,Others,Others,Government Schemes,FARMER ASKED QUERY ABOUT FARMER REGISTRY ?,"RECOMMENDED TO CONTACT VILLAGE AGRICULTURAL ASSISTANT(VAA).
గ్రామ వ్యవసాయ సహాయకులను సంప్రదించండి.
",2025-02-13T09:32:38.987,2025,2
ANDHRA PRADESH,CHITTOOR,SRIKALAHASTI,NA,AGRICULTURE,Others,Others,Government Schemes,FARMER ASKED QUERY ON NEW FARMER REGISTRATION INFORMATION,RECOMMENDED TO VISIT NEAR RYTHU SEVA KENDRAM,2025-02-13T14:04:17.54,2025,2
ANDHRA PRADESH,CHITTOOR,TIRUPATI (RURAL),NA,HORTICULTURE,Vegetables,Chillies,	Plant Protection	,FARMER ASKED QUERY ON MITE MANAGEMENT IN CHILLI,"RECOMMENDED TO SPRAY  SPIROMESIFEN  (OBERON) 200 ML/200 LITRES OF WATER /ACRE 
స్పైరోమైసిఫెన్ (ఒబేరాన్) 200 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి 
",2025-02-13T21:08:10.293,2025,2
ANDHRA PRADESH,CHITTOOR,CHANDRAGIRI,NA,AGRICULTURE,Oilseeds,Sesame (Gingelly/Til)/Sesamum,Sowing Time and Weather,"FARMER ASKED QUERY ABOUT SOWING TIME OF SESAME
","sowing sesaon of sesame May-June
",2025-02-18T12:47:13.033,2025,2
ANDHRA PRADESH,CHITTOOR,VARADAIAHPALEM,NA,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,FARMER ASKED QUERY ON STEM BORER MANAGEMENT IN PADDY , RECOMMENDED TO SPRAY CHLORPYRIFOS  (CORABAN/PREDATOR) 500 ML/200 LITRES OF WATER క్లోరోఫైరిఫాస్ (కోరబాన్) 500 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి ,2025-02-18T13:22:59.387,2025,2
ANDHRA PRADESH,CHITTOOR,YERPEDU,NA,AGRICULTURE,Others,Others,Government Schemes,ANDHRA PRADESH ABANDONED OUT CALL FROM KISAN CALL CENTRE,"ప్రియమైన రైతు మీరు కిసాన్ కాల్ సెంటర్ కాల్ చేయడం గమనించడం జరిగింది. అందుకే మీకు కాల్ చేయడం జరిగింది,మీకు ఏదైనా సమస్య ఉంటే మల్లి తిరిగి 1800-180-1551 కి కాల్ చేయండి.",2025-02-19T10:36:05.247,2025,2
ANDHRA PRADESH,CHITTOOR,PUTTUR,NA,AGRICULTURE,Pulses,Green Gram (Moong Bean/ Moong),Sowing Time and Weather,"FARMER ASKED QUERY ABOUT SOWING TIME  OF GREEN GRAM
",పెసర : ఫిబ్రవరి - మార్చి,2025-02-19T14:12:30.823,2025,2
ANDHRA PRADESH,CHITTOOR,PUTHALAPATTU,NA,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,FARMER ASKED QUERY ON NUTRIENT MANAGEMENT IN PADDY,"RECOMMENDED TO SPRAY AGROMINIMAX 300 GRAMS / 100 LITER OF WATER 
అగ్రోమింమాక్స్  300 గ్రాములు 100 లీటర్ల నీటికి కలిపి పిచికారీ చేయాలి  
",2025-02-19T16:26:00.593,2025,2
ANDHRA PRADESH,CHITTOOR,GANGADHARA NELLORE,NA,AGRICULTURE,Others,Others,Government Schemes,FARMER ASKED QUERY ON STATUS OF 19th INSTALLMENT OF  PM KISAN SAMMAN NIDHI,19th INSTALLMENT OF THE PM KISAN SAMMAN NIDHI YOJANA WILL RELEASE ON 24th FEBRUARY 2025,2025-02-19T18:49:05.357,2025,2
ANDHRA PRADESH,CHITTOOR,VEDURUKUPPAM,NA,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,"FARMER ASKED QUERY ABOUT NUTRIENT MANAGEMENT IN PADDY
","NPK 19-19-19  5 గ్రాములు లీటరు నీటికి కలిపి  పిచికారీ చేయండి (కేజీ/ఎకరానికి)
అగ్రోమింమాక్స్ ఎకరానికి 600 గ్రాములు 200 లీటర్ల నీటికి కలిపి పిచికారీ చేయాలి  ",2025-02-20T10:52:54.84,2025,2
ANDHRA PRADESH,CHITTOOR,PEDDATHIPPASAMUDRAM,NA,AGRICULTURE,Others,Others,Government Schemes,ABANDON OUT CALL FROM KISAN CALL CENTRE,"ప్రియమైన రైతు మీరు కిసాన్ కాల్ సెంటర్ కాల్ చేయడం గమనించడం జరిగింది. అందుకే మీకు కాల్ చేయడం జరిగింది,మీకు ఏదైనా సమస్య ఉంటే తిరిగి 1800-180-1551 కి కాల్ చేయండి.",2025-02-20T11:33:57.537,2025,2
ANDHRA PRADESH,CHITTOOR,PUTHALAPATTU,NA,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,FARMER ASKED QUERY ABOUT BLAST MANAGEMENT IN PADDY ?,"RECOMMENDED TO SPRAY ISOPROTHIOLANE 40% EC (FUJI ONE) 250ML/200 LITRES OF WATER /ACRE – ONLY RICE BLAST 
ఇసోప్రోతయోలోన్ (ఫుజి  వన్) 250మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరానికి పిచికారీ చేసుకోవాలి .
",2025-02-20T13:44:37.16,2025,2
ANDHRA PRADESH,CHITTOOR,CHITTOOR,NA,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),Weed Management,GROUNNDUT WEED MANAGEMENT ? 2 MONTHS ,RECOMMENDED TO HAND WEEDING IS THE BEST METHOD ,2025-02-21T11:39:27.167,2025,2
ANDHRA PRADESH,CHITTOOR,RAMAKUPPAM,NA,HORTICULTURE,Vegetables,Potato,Fertilizer Use and Availability,"FARMER ASKED QUERY ABOUT FERTILIZER MANAGEMENT IN POTATO
",యూరియా : 40 కే/ఏ ,2025-02-23T13:50:28.897,2025,2
ANDHRA PRADESH,CHITTOOR,CHANDRAGIRI,NA,HORTICULTURE,Fruits,Mango,	Plant Protection	,"FARMER ASKED QUERY ABOUT MANAGEMENT OF MANGO HOPPERS
",డైమిథోయేట్ (రోగర్) 400 మిల్లి లీటర్లు /200 లీటర్ల నీటికి  కలిపి ఒక ఎకరాకు పిచికారి చేయాలి,2025-02-24T10:16:45.75,2025,2
ANDHRA PRADESH,CHITTOOR,CHANDRAGIRI,NA,HORTICULTURE,Fruits,Mango,Nutrient Management,"FARMER ASKED QUERY ABOUT NUTRIENT MANAGEMENT IN MANGO
","పొటాషియం  నైట్రేట్  13-0-45  5 గ్రాములు లీటరు నీటికి కలిపి  పిచికారీ చేయండి (కేజీ/ఎకరానికి)  
ఫాంటలాక్ ప్లస్ 100 మిల్లి లీటర్లు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి ",2025-02-24T10:18:31.42,2025,2
ANDHRA PRADESH,CHITTOOR,PUNGANUR,NA,AGRICULTURE,Others,Others,Government Schemes," FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI SCHEME INSTALLMENT ISSUE ?
","AP308960635
CONTACT TECHNICAL OFFICER - CHITTOR B.SRUJANA 8331057770",2025-02-24T12:43:18.883,2025,2
ANDHRA PRADESH,CHITTOOR,K.V.B.PURAM,NA,AGRICULTURE,Others,Others,Government Schemes,"Abondoned out call from kisan call centre
","ప్రియమైన రైతు మీరు కిసాన్ కాల్ సెంటర్ కాల్ చేయడం గమనించడం జరిగింది. అందుకే మీకు కాల్ చేయడం జరిగింది,మీకు ఏదైనా సమస్య ఉంటే మల్లి తిరిగి 1800-180-1551 కి కాల్ చేయండి.

",2025-02-24T13:33:50.453,2025,2
ANDHRA PRADESH,CHITTOOR,NINDRA,NA,AGRICULTURE,Others,Others,Government Schemes,FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI SCHEME eKYC ISSUE?,"-PLEASE VISIT NEARBY CSC (common service center)  OR MEE SEVA
దయచేసి  మీకు దగ్గరలో ఉన్నమీ సేవ కేంద్రాన్ని సంప్రదించండి 
",2025-02-24T15:19:24.35,2025,2
ANDHRA PRADESH,CHITTOOR,NINDRA,NA,AGRICULTURE,Others,Others,Government Schemes,FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI SCHEME  MOBILE NUMBER RELATED ISSUE?,"FOR MORE DETAILS PLEASE VISIT NEARBY CSC (common service center) 
దయచేసి  మీకు దగ్గరలో ఉన్నమీ సేవ కేంద్రాన్ని సంప్రదించండి 
",2025-02-24T16:27:32.783,2025,2
ANDHRA PRADESH,CHITTOOR,IRALA,NA,AGRICULTURE,Others,Others,Government Schemes,"FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI SCHEME
","మండల వ్యవసాయ అధికారిని సంప్రదించండి
",2025-02-25T08:34:11.093,2025,2
ANDHRA PRADESH,CHITTOOR,PUTHALAPATTU,NA,AGRICULTURE,Others,Others,Government Schemes,FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI SCHEME INSTALMENT RELATED ISSUE,--దయచేసి  మీ  మండల వ్యవసాయ అధికారిని సంప్రదించండి ,2025-02-25T09:45:22.44,2025,2
ANDHRA PRADESH,CHITTOOR,THAVANAMPALLE,NA,HORTICULTURE,Fruits,Mango,Nutrient Management,mango nutrient management ? ,"పొటాషియం  నైట్రేట్  13-0-45  5 గ్రాములు లీటరు నీటికి కలిపి  పిచికారీ చేయండి (కేజీ/ఎకరానికి)  
",2025-02-25T12:26:02.427,2025,2
ANDHRA PRADESH,CHITTOOR,BANGARUPALEM,NA,HORTICULTURE,Fruits,Mango,"Water Management, Micro Irrigation",FARMER ASKED ABOUT WATER MANAGEMENT IN MANGO,irrigation should give from fruit initiation stage to 20 days before harvesting,2025-02-25T12:45:10.303,2025,2
ANDHRA PRADESH,CHITTOOR,PUTTUR,NA,AGRICULTURE,Others,Others,Government Schemes,ABANDON OUT CALL FROM KISAN CALL CENTRE," ప్రియమైన రైతు మీరు కిసాన్ కాల్ సెంటర్ కాల్ చేయడం గమనించడం జరిగింది. అందుకే మీకు కాల్ చేయడం జరిగింది,మీకు ఏదైనా సమస్య ఉంటే తిరిగి 1800-180-1551 కి కాల్ చేయండి.",2025-02-25T15:26:19.86,2025,2
ANDHRA PRADESH,CHITTOOR,TIRUPATI (RURAL),NA,AGRICULTURE,Others,Others,Government Schemes,ABANDON OUT CALL FROM KISAN CALL CENTRE,"ప్రియమైన రైతు మీరు కిసాన్ కాల్ సెంటర్ కాల్ చేయడం గమనించడం జరిగింది. అందుకే మీకు కాల్ చేయడం జరిగింది,మీకు ఏదైనా సమస్య ఉంటే తిరిగి 1800-180-1551 కి కాల్ చేయండి.",2025-02-25T15:28:59.553,2025,2
ANDHRA PRADESH,CHITTOOR,PITCHATUR,NA,AGRICULTURE,Others,Others,Government Schemes,farmer asked query farmer new Registration scheme ? ,Recommended to contact VAA ,2025-02-25T18:55:11.263,2025,2
ANDHRA PRADESH,CHITTOOR,RAMACHANDRAPURAM,NA,AGRICULTURE,Others,Others,Government Schemes,"FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI SCHEME INSTALMENT RELATED ISSUE
",RECOMMENDED TO CONTACT TECHINCAL OFFICER NUMBER  SRUJANA --8331057770,2025-02-26T15:18:51.057,2025,2
ANDHRA PRADESH,CHITTOOR,BANGARUPALEM,NA,AGRICULTURE,Others,Others,Government Schemes,FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI SCHEME eKYC ISSUE,--PLEASE VISIT NEARBY CSC (common service center)  OR MEE SEVA,2025-02-26T16:33:59.803,2025,2
ANDHRA PRADESH,CHITTOOR,BANGARUPALEM,NA,AGRICULTURE,Others,Others,Government Schemes,FARMER ASKED QUERY ON PMKISAN BENEFICIARY STATUS,PM కిసాన్ 19వ ఇన్‌స్టాలెంట్ స్టేటస్ అప్‌డేట్ సమాచారం కోసం దయచేసి 2-3 రోజులు వేచి ఉండి తర్వాత తిరిగి కాల్ చేయండి,2025-02-26T19:22:38.953,2025,2
ANDHRA PRADESH,CHITTOOR,NAGARI,NA,AGRICULTURE,Others,Others,Government Schemes,FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI SCHEME NEW REGISTRATION,"Reason for Rejection : PASSBOOK AFTER 1.2.2019
Status : Rejected By Sub-District/Block",2025-02-27T12:54:20.94,2025,2
ANDHRA PRADESH,CHITTOOR,VAYALPAD,NA,AGRICULTURE,Others,Others,Government Schemes,"FARMER ASKED QUERY ON PMKISAN BENEFICIARY STATUS
","You have not completed Ekyc. Please complete the Ekyc process.
FOR MORE DETAILS PLEASE VISIT NEARBY CSC (common service center) 
దయచేసి  మీకు దగ్గరలో ఉన్నమీ సేవ కేంద్రాన్ని సంప్రదించండి 
",2025-02-27T14:53:09.71,2025,2
ANDHRA PRADESH,CHITTOOR,CHITTOOR,NA,HORTICULTURE,Plantation Crops,Coconut,	Plant Protection	,FARMER ASKED QUERY ON  ROOT GRUB MANAGEMENT IN COCONUT,"RECOMMENDED  TO APPLY CARBOFURAN 3G GRANULES 8 TO 10 KG PER ACRE
కార్బోఫ్యూరాన్ 3 G గుళికలు  8 -10 కిలోలు / ఒక ఎకరాకు వేసుకోవాలి 
",2025-02-27T15:22:47.787,2025,2
ANDHRA PRADESH,CHITTOOR,KALIKIRI,NA,AGRICULTURE,Others,Others,Government Schemes,  FARMER ASKED QUERY ABOUT FARMER REGISTRATION NUMBER  PENDING STATUS , RECOMMENDED TO CONTACT RYTHU SEVA OR BHAROSA  KENDRAM FOR FURTHER DETAILS.,2025-02-27T15:45:34.893,2025,2
ANDHRA PRADESH,CHITTOOR,PEDDAMANDYAM,NA,HORTICULTURE,Flowers,Crossandra,	Plant Protection	,FARMER ASKED QUERY ON STEM ROT MANAGEMENT IN CROSSANDRA,"RECOMMENDED TO SPRAY COPPER OXY CHLORIDE  (BLITOX) 600  GM /200 LITRES OF WATER / ACRE (ROTS,WILT,BLI,L.S) 
కాపర్ ఆక్సీక్లోరైడ్ (బ్లెయిటాక్స్) 600 గ్రాములు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాల.
RECOMMENDED TO SPRAY CARBENDAZIM 12%+MANCOZEB 63%WP (UPL SAAF) 400 GM / 200 LIT OF WATER /ACRE (L.S,BLA,RUST)
కార్బెండజిమ్ + మాంకోజెబ్ (సాఫ్)  400 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
",2025-02-27T18:30:40.357,2025,2
ANDHRA PRADESH,CHITTOOR,TIRUPATI (RURAL),NA,AGRICULTURE,Others,Others,Government Schemes,FARMER ASKED QUERY ABOUT PM KISAN SAMMAN NIDHI YOJANA BENEFICIARY STATUS ,"--You have not completed Ekyc. Please complete the Ekyc process.
RECOMMENDED TO CONTACT MEE SEVA OR COMMON SERVICE CENTER FOR FURTHER DETAILS.

",2025-02-28T08:11:59.617,2025,2
ANDHRA PRADESH,CHITTOOR,SODAM,NA,AGRICULTURE,Others,Others,Government Schemes,FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI SCHEME eKYC ISSUE?,"PLEASE VISIT NEARBY CSC (common service center)  OR MEE SEVA
దయచేసి  మీకు దగ్గరలో ఉన్నమీ సేవ కేంద్రాన్ని సంప్రదించండి 
",2025-02-28T09:26:53.447,2025,2
ANDHRA PRADESH,CHITTOOR,SANTHIPURAM HO ARIMUTHANAPALLE,NA,AGRICULTURE,Others,Others,Government Schemes,"FARMER ASKED QUERY ON PMKISAN BENEFICIARY STATUS
","PLEASE CONTACT YOUR MANDAL AGRICULTURAL OFFICER దయచేసి  మీ  మండల వ్యవసాయ అధికారిని సంప్రదించండి
",2025-02-28T10:59:17.687,2025,2
ANDHRA PRADESH,CHITTOOR,SODAM,NA,AGRICULTURE,Others,Others,Government Schemes,FARMER ASKED QUERY ON PMKISAN BENEFICIARY STATUS,"PLEASE CONTACT YOUR MANDAL AGRICULTURAL OFFICER 
దయచేసి  మీ  మండల వ్యవసాయ అధికారిని సంప్రదించండి
",2025-02-28T11:29:56.553,2025,2
ANDHRA PRADESH,CHITTOOR,SRIKALAHASTI,NA,AGRICULTURE,Others,Others,Government Schemes,"FARMER ASKED QUERY ON STATUS OF 19TH INSTALMENT OF  PM KISAN SAMMAN NIDHI?
",PM కిసాన్ 19వ ఇన్‌స్టాలెంట్ స్టేటస్ అప్‌డేట్ సమాచారం కోసం దయచేసి 2-3 రోజులు వేచి ఉండి తర్వాత తిరిగి కాల్ చేయండి,2025-02-28T14:43:37.907,2025,2
ANDHRA PRADESH,CHITTOOR,VEDURUKUPPAM,NA,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,farmer asked query on store grain pest management in paddy?,-అల్యూమినియం ఫాస్ఫేడ్ అయితే మాకెట్లో ట్యూబ్ ట్ల రూపంలో లభిస్తుంది. వీటిని 1-2 టాబ్లెట్స్ ని (3 గ్రా./టాబ్లెట్) మెట్రిక్ టన్ను ధాన్యైనికి లేదా 25 టాబ్లెట్లను 100 ఘ.మీ. స్ధలానికి ఉపయోగించాలి.(or) ఖాళీ గోదాముల్లో 0.05 శాతం మలాధియాన్ పురుగు మందును పిచికారీ చేయాలి.,2025-02-01T16:08:17.19,2025,2
ANDHRA PRADESH,CHITTOOR,SRIKALAHASTI,NA,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,King Doxa Insecticide Usage & Crops,"King Doxa Insecticide Usage & Crops
Recommended Crops & Target Pests:

Cotton: Bollworm
Cabbage: Diamondback moth
Tomato: Fruit Borer
Chilli: Fruit Borer
Pigeonpea: Pod Border
Dosage: 1 - 2 ml/ L of water",2025-02-02T08:59:02.13,2025,2
ANDHRA PRADESH,CHITTOOR,BUCHINADIDU KHANDRIGA,NA,HORTICULTURE,Vegetables,Chillies,	Plant Protection	,FARMER ASKED QUERY ABOUT DIE BACK MANAGEMENT IN CHILLI ,"RECOMMENDED TO SPRAY COPPER OXY CHLORIDE  (BLUE COPPER) 600 +STREPTOCYCLINE   20  GM /200 LITRES OF WATER / ACRE  
కాపర్ ఆక్సీ క్లోరైడ్ (బ్లూ కాపర్) 600 GM+స్ట్రెప్టోసైక్లైన్ 20 GM / 200 లీటర్ల నీరు / ఎకరానికి పిచికారీ చేయడానికి సిఫార్సు చేయబడింది

",2025-02-02T17:44:50.597,2025,2
ANDHRA PRADESH,CHITTOOR,BUCHINADIDU KHANDRIGA,NA,HORTICULTURE,Vegetables,Chillies,	Plant Protection	,FARMER ASKED QUERY ABOUT CATERPILLAR MANAGEMENT IN CHILLI ,"RECOMMENDED TO SPRAY EMAMECTIN BENZOATE  (PROCLAIM) 90 GRAMS /200 LITRES OF WATER / ACRE  
ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
",2025-02-02T17:45:29.67,2025,2
ANDHRA PRADESH,CHITTOOR,PALASAMUDRAM,NA,HORTICULTURE,Fruits,Mango,Nutrient Management,FARMER ASKED ABOUT MANGO IRRIGATION MANAGEMENT DURING  FLOWERING,--పుద్ధా మీదా ఉన్నపుడు ఎకువాగా నీరు పెటినాట్లిథే పూోథా రేల్ అవకం వు0డి,2025-02-03T10:11:32.587,2025,2
ANDHRA PRADESH,CHITTOOR,TIRUPATI (RURAL),NA,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,pady nutrient management ? ,"జింక్ సల్ఫేట్  2 గ్రాములు  / లీటర్ నీటిలో కలిపి పిచికారీ చేయాలి 
",2025-02-03T12:50:59.867,2025,2
ANDHRA PRADESH,CHITTOOR,TIRUPATI (RURAL),NA,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,FMC Zinatra 700 (Zinc Oxide Suspension Concentrate 39.5% ww Zinc)  information ?,"Zinatra  As per the company, 125-150ml per acre is an ideal dose.",2025-02-03T12:52:07.327,2025,2
ANDHRA PRADESH,CHITTOOR,SANTHIPURAM HO ARIMUTHANAPALLE,NA,AGRICULTURE,Others,Others,Government Schemes,FARMER ASKED QUERY ABOUT  PM KISAN SAMMAN NIDHI YOJANA 19TH INSTALLEMENT RELEASE DATE ,RECOMMENDED TO WAIT UPTO FEBRUARY MONTH END OR MARCH 1ST WEEK FOR PM KISAN SAMMAN NIDHI YOJANA 19TH INSTALLEMENT.  ,2025-02-04T10:14:00.087,2025,2
ANDHRA PRADESH,CHITTOOR,CHINNAGOTTIGALLU,NA,HORTICULTURE,Vegetables,Tomato,	Plant Protection	,"FARMER ASKED QUERY ABOUT STEM ROT MANAGEMENT IN TOMATO
","RECOMMENDED TO SPRAY COPPER OXY CHLORIDE  (BLITOX) 600  GM /200 LITRES OF WATER / ACRE (ROTS,WILT,BLI,L.S) 
కాపర్ ఆక్సీక్లోరైడ్ (బ్లెయిటాక్స్) 600 గ్రాములు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
",2025-02-05T12:48:06.743,2025,2
ANDHRA PRADESH,CHITTOOR,VEDURUKUPPAM,NA,HORTICULTURE,Fruits,Mango,	Plant Protection	,mango leaf hopper management ,"RECOMMENDED TO SPRAY DIMETHOATE  (ROGORE) 400 ML /200 LITRES OF WATER /ACRE 
 డైమిథోయేట్  400 మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
",2025-02-05T17:40:15.397,2025,2
ANDHRA PRADESH,CHITTOOR,K.V.B.PURAM,NA,AGRICULTURE,Others,Others,Government Schemes,"FARMER ASKED QUERY ON PMKISAN REGISTRATION NUMBER
",YOUR PMKISAN Registration Number: AP298259072,2025-02-06T17:48:59.08,2025,2
ANDHRA PRADESH,CHITTOOR,GANGADHARA NELLORE,NA,AGRICULTURE,Others,Others,Credit,pm kisan credit card  application ?,"దయచేసి  మీకు దగ్గరలో ఉన్నమీ సేవ కేంద్రాన్ని సంప్రదించండి 
",2025-02-07T07:37:08.21,2025,2
ANDHRA PRADESH,CHITTOOR,GANGADHARA NELLORE,NA,AGRICULTURE,Others,Others,Government Schemes,"FARMER ASKED QUERY ON  KISAN CREDIT CARD INFORMATION


","FOR MORE DETAILS PLEASE VISIT NEARBY CSC (common service center) OR NEARBY BANK
దయచేసి మీకు దగ్గరలో ఉన్నమీ సేవ కేంద్రాన్ని  లేదా బ్యాంకును సంప్రదించండి",2025-02-08T18:48:38.43,2025,2
ANDHRA PRADESH,CHITTOOR,YERPEDU,NA,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,farmer asked query on Grain  discolouration management in paddy?,"--RECOMMENDED TO SPRAY  PROPICONAZOLE  25%EC (TILT) 200 ML /200 LITRES OF WATER / ACRE  
ప్రొపికోనజోల్ 25% EC (టిల్ట్) 200 ML / 200 లీటర్ల నీరు / ఎకరానికి పిచికారీ చేయడానికి సిఫార్సు చేయబడింది",2025-02-09T09:29:46.453,2025,2
ANDHRA PRADESH,CHITTOOR,IRALA,NA,HORTICULTURE,Vegetables,Cowpea (Vegetable),	Plant Protection	,FARMER ASKED ABOUT POD BORER MANAGEMENT IN COW PEA,"RECOMMENDED TO SPRAY SPINOSAD (TRACER) 75 ML/200 LITRES OF WATER / ACRE 
స్పైనోసాడ్ (ట్రేసర్) 75  మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపిఒక ఎకరాకు పిచికారి చేయాలి ",2025-02-10T10:37:29.413,2025,2
ANDHRA PRADESH,CHITTOOR,SODAM,NA,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Weather,FARMER ASKED QUERY ON WEATHER REPORT ,"చిత్తూరు, ఆంధ్రప్రదేశ్ కోసం వాతావరణ సూచన ఇక్కడ ఉందిః-మంగళవారం, 2025-02-11:-గరిష్ట ఉష్ణోగ్రతః 34°C-కనిష్ట ఉష్ణోగ్రతః 21°C-వర్షపాతంః 0.0 మిమీ-గాలి వేగంః 8.0 కిమీ/గం-గరిష్ట సాపేక్ష ఆర్ద్రతః 89.0%-కనీస సాపేక్ష ఆర్ద్రతః 38.0%-పరిస్థితిః పాక్షికంగా మేఘావృతమైన ఆకాశం-బుధవారం, 2025-02-12:-గరిష్ట ఉష్ణోగ్రతః 35°C-కనీస ఉష్ణోగ్రతః 21°C-వర్షపాతంః 0.0 మిమీ-గాలి వేగంః 7.0 కిమీ/గం-గరిష్ట సాపేక్ష ఆర్ద్రతః 78.0%-కనీస సాపేక్ష ఆర్ద్రతః 28.0%-పరిస్థితిః",2025-02-10T14:43:30.537,2025,2
ANDHRA PRADESH,CHITTOOR,PULICHERLA H/O REDDIVARIPALLE,NA,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),	Plant Protection	,FARMER ASKED QUERY ON CATERPILLAR MANAGEMENT IN GROUNDNUT,"RECOMMENDED TO SPRAY EMAMECTIN BENZOATE (PROCLAIM) 90 GRAMS /200 LITRES OF WATER / ACRE  
ఎమామెక్టిన్  బెంజోయేట్ (ప్రొక్లైమ్) 90 గ్రాములు /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
",2025-02-10T17:03:09.117,2025,2
ANDHRA PRADESH,CHITTOOR,RAMACHANDRAPURAM,NA,HORTICULTURE,Fruits,Papaya,Seeds and Planting Material,FARMER ASKED QUERY ABOUT CULTIVATION OF PAPAYA,"విత్తడం
ఒక హెక్టారు నాటడానికి 500 గ్రాముల విత్తనాలు అవసరం. జూన్-సెప్టెంబర్ మొక్కలు నాటడానికి ఉత్తమ సీజన్.  వర్షాకాలంలో నాటడం మానుకోండి.
నాటడం
45 సెం.మీ x 45 సెం.మీ x 45 సెం.మీ సైజులో గుంతల్లో 1.8 మీటర్ల ఎత్తులో మొక్కలు నాటండి
ఎరువుల దరఖాస్తు
మొక్కలకు 10 కిలోల FYMను బేసల్‌గా మరియు ప్రతి మొక్కకు 50 గ్రా N, P మరియు K చొప్పున నాటిన మూడవ నెల నుండి రెండు నెలల వ్యవధిలో అవాంఛిత లైంగిక రూపాలను తొలగించిన తర్వాత వేయండి. నాటిన ఆరు నెలల తర్వాత మళ్లీ నాటేటప్పుడు అజోస్పైరిల్లమ్ మరియు ఫాస్ఫోబాక్టీరియం ఒక్కొక్కటి 20 గ్రా.",2025-02-11T10:40:24.76,2025,2
ANDHRA PRADESH,CHITTOOR,PUNGANUR,NA,AGRICULTURE,Others,Others,Government Schemes,"FARMER ASKED QUERY ON  FOR RYTHU BHAROSA INSTALLMENT STATTUS
",PLEASE CONTACT YOUR MANDAL AGRICULTURAL OFFICER FOR DETAILS ABOUT THE SCHEME,2025-02-12T10:22:59.967,2025,2
